h,k,l,mag(G),S,I,d,2theta
-3,-4,-4,9.949359759669237,9.552245033349356e-15j,9.124538517714744e-29,0.0634730837900242,-4
-3,-4,-3,9.060301813915778,1.2736326711132474e-14j,1.6221401809270654e-28,0.07654107162914683,-4
-3,-4,-2,8.367624935038265,9.552245033349356e-15j,9.124538517714744e-29,0.08973780811693077,-4
-3,-4,-1,7.923004096301559,1.2736326711132474e-14j,1.6221401809270654e-28,0.10009217059196124,152.4944927369345
-3,-4,0,7.769144710253312,9.552245033349354e-15j,9.12453851771474e-29,0.10409585741563969,144.5271713543728
-3,-4,1,7.923004096301559,1.2736326711132473e-14j,1.6221401809270652e-28,0.10009217059196124,152.4944927369345
-3,-4,2,8.367624935038265,9.552245033349356e-15j,9.124538517714744e-29,0.08973780811693077,-4
-3,-4,3,9.060301813915778,1.2736326711132473e-14j,1.6221401809270652e-28,0.07654107162914683,-4
-3,-4,4,9.949359759669237,9.552245033349356e-15j,9.124538517714744e-29,0.0634730837900242,-4
-3,-3,-5,10.189137764778435,(52-3.50248984556143e-14j),2704.0,0.060520847334674235,-4
-3,-3,-4,9.060301813915778,1.2736326711132474e-14j,1.6221401809270654e-28,0.07654107162914683,-4
-3,-3,-3,8.073932021708233,(52-2.865673510004806e-14j),2704.0,0.09638505316262934,163.64635301175244
-3,-3,-2,7.288103757864192,6.368163355566237e-15j,4.0553504523176635e-29,0.11829074706322693,126.63133999353647
-3,-3,-1,6.772983333947554,(52-2.228857174448183e-14j),2704.0,0.13696823344163117,112.26785464921332
-3,-3,0,6.592337890367654,0j,0.0,0.14457757974394403,107.84008688254401
-3,-3,1,6.772983333947554,(52-1.592040838891559e-14j),2704.0,0.13696823344163117,112.26785464921332
-3,-3,2,7.288103757864192,-6.3681633555662356e-15j,4.055350452317662e-29,0.11829074706322693,126.63133999353647
-3,-3,3,8.073932021708233,(52-9.552245033349354e-15j),2704.0,0.09638505316262934,163.64635301175244
